$DATA1 SOURCE='PrimeSim HSPICE' VERSION='V-2023.12-SP2-1 linux64' PARAM_COUNT=0
$OPTION MEASFORM=3
.TITLE '*.lib './fefet_lk_model_icdl_psu/mosfet_lib.lib' norm_2dfet'
twl_rgt_init,tq_fin,t_wl_rise_sl_rgt_rise,t_sl_rgt_rise_q_fall,wl2q_delay,e_read,temper,alter#
 9.049e-09, 9.402e-09, 3.292e-10, 2.404e-11, 3.533e-10, 1.965e-14,  25.0000,1
