$DATA1 SOURCE='PrimeSim HSPICE' VERSION='V-2023.12-SP2-1 linux64' PARAM_COUNT=0
$OPTION MEASFORM=3
.TITLE '*.lib './fefet_lk_model_icdl_psu/mosfet_lib.lib' norm_2dfet'
twl_rgt_init,tq_fin,t_wl_fall_sl_rgt_rise,t_sl_rgt_rise_q_fall,wl2q_delay,bl_pch_rgt_rise,wl_rgt_end,e_read,temper,alter#
 9.085e-09, 9.533e-09, 3.400e-10, 1.083e-10, 4.484e-10, 8.944e-09, 1.013e-08, 3.575e-14,  25.0000,1
