$DATA1 SOURCE='HSPICE' VERSION='Q-2020.03 linux64' PARAM_COUNT=0
$OPTION MEASFORM=3
.TITLE '*.lib './fefet_lk_model_icdl_psu/mosfet_lib.lib' norm_2dfet'
twl_init,twl_fin,twl,tbl_init,tbl_fin,tbl,tsa_init,tsa_fin,tsa,wl2q_delay,bl_voltage,blb_voltage,delta_v,e_read,temper,alter#
 9.094e-09, 9.477e-09, 3.827e-10, 9.443e-09, 1.130e-08, 1.853e-09, 9.509e-09, 9.515e-09, 5.867e-12, 4.206e-10,   0.7613,   0.8140, 5.273e-02, 8.887e-14,  25.0000,1
