$DATA1 SOURCE='PrimeSim HSPICE' VERSION='V-2023.12-SP2-1 linux64' PARAM_COUNT=0
$OPTION MEASFORM=3
.TITLE '*.lib './fefet_lk_model_icdl_psu/mosfet_lib.lib' norm_2dfet'
twl_init,twl_fin,twl,tbl_init,tbl_fin,tbl,tsa_init,tsa_fin,tsa,wl2q_delay,bl_voltage,blb_voltage,delta_v,e_read,temper,alter#
 9.091e-09, 9.424e-09, 3.328e-10, 9.415e-09, 1.141e-08, 1.999e-09, 9.493e-09, 9.545e-09, 5.198e-11, 4.543e-10,   0.7489,   0.8152, 6.631e-02, 7.668e-14,  25.0000,1
