$DATA1 SOURCE='PrimeSim HSPICE' VERSION='V-2023.12-SP2-1 linux64' PARAM_COUNT=0
$OPTION MEASFORM=3
.TITLE '*.lib './fefet_lk_model_icdl_psu/mosfet_lib.lib' norm_2dfet'
twl_rgt_init,tq_fin,t_wl_rise_sl_rgt_rise,wl2sense_delay,e_read,temper,alter#
 9.066e-09, 9.559e-09, 4.927e-10, 4.927e-10, 3.474e-14,  25.0000,1
